name,ground_truth,transcript,wer,mer,wil,insertions,deletions,substitutions,hits
1249120_44323331_82659146.wav,When I walk it's hard to breath.,When I walk it's hard to breathe.,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44323331_84030889.wav,I feel great pain in the head,I feel great pain in the head.,0.0,0.0,0.0,0,0,0,7
1249120_44323331_84928769.wav,I have pain in my stomach,I have pain in my stomach.,0.0,0.0,0.0,0,0,0,6
1249120_44323331_86516132.wav,There is an injured person,There is an injured person.,0.0,0.0,0.0,0,0,0,5
1249120_44323331_88012031.wav,It hurts when I raise my arm up,It hurts when I reach my arm up.,0.125,0.125,0.234375,0,0,1,7
1249120_44323331_89173398.wav,I have an indigestion,I have an indication.,0.25,0.25,0.4375,0,0,1,3
1249120_44323331_89529293.wav,My hair is falling out in huge amount,My hair is filling out in hug amount.,0.25,0.25,0.4375,0,0,2,6
1249120_44323331_94962408.wav,I feel pain in my throat,I feel pain in my throat.,0.0,0.0,0.0,0,0,0,6
1249120_44323331_95219530.wav,i feel pain in my knee,I feel pain in my knee.,0.0,0.0,0.0,0,0,0,6
1249120_44323331_95281494.wav,It hurts when I bent my arm,"I hearts forin, I bend my arm.",0.5714285714285714,0.5714285714285714,0.8163265306122449,0,0,4,3
1249120_44323331_95484507.wav,My son has a lot of acne.,My son has a lot of estene.,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44323331_95561004.wav,When I go to sleep I am feeling cold,"When I go to sleep, I am feeling cold.",0.0,0.0,0.0,0,0,0,9
1249120_44323331_95860925.wav,I made lots and lots of analysis to know the main reason for my stomach ache,I made lots and lots of analysis to know the main reason for my stock HA.,0.125,0.125,0.234375,0,0,2,14
1249120_44387284_64093494.wav,"i was injured during football match, i was diagnosed with Cruciate ligament",,1.0,1.0,1.0,0,12,0,0
1249120_44415714_12774994.wav,I read a book for along time and when I finished reading I feel head ache,Yo que cola.,1.0,1.0,1.0,0,13,3,0
1249120_44442354_25790660.wav,I have a hair shortage,I are a hair shorter.,0.4,0.4,0.64,0,0,2,3
1249120_44442354_52494335.wav,I can't get a girlfriend because of my acne.,I can hate anger friends because of my anger.,0.5555555555555556,0.5555555555555556,0.8024691358024691,0,0,5,4
1249120_44442354_57228239.wav,My skin is itching.,My skiing needs to change.,1.0,0.8,0.95,1,0,3,1
1249120_44442354_96518720.wav,I fell a stiffness in my elbows and shoulders,I felt a snake's neck in my elbows and shoulders.,0.3333333333333333,0.3,0.4555555555555556,1,0,2,7
1249120_44442354_97149231.wav,I'm suffering from sharp cough Accompanied by  phlegm,And suffering from shock can accompany being fat.,0.75,0.75,0.9375,0,0,6,2
